Company_Code,Vendor_Code,Vendor_Name,PAN,Person_Code,Bill_Date,Bill_No,PO_Number,GL,GL_Description,Description,Bill_Amount,Basic_Amount,Posting_Date,Document_Type,Document_No,TDS_Section_Code,TDS_Section,TDS_Rate,TDS_Amount
1001,D0087G,Grant Thornton Bharat LLP,GRACP6902B,8485889,11/10/2026,INV/2026/00849,3400000849,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,509825.05,432055.13,11/24/2026,KR,2510000849,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-4320.55
1079,I0160A,Manpreet Solanki,MANPI9912Q,10228511,8/8/2026,INV/2026/00850,3400000850,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,768329.45,651126.65,8/15/2026,KR,2510000850,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-13022.53
1081,D0047G,Jindal Steel & Power Ltd,JINCD7556M,4218597,9/15/2026,INV/2026/00851,3400000851,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,897414.46,760520.73,9/27/2026,KA,2310000851,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-7605.21
1001,I0174B,Mukesh Sinha,MUKPA9696B,21839136,1/9/2027,INV/2026/00852,3400000852,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,933563.69,791155.67,1/19/2027,KA,2310000852,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-15823.11
1079,D0025H,Endress Hauser India Pvt Ltd,ENDCD0217T,5728029,10/31/2026,INV/2026/00853,3400000853,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,419886.43,355835.96,11/9/2026,KR,2510000853,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-3558.36
1081,I0176G,Kavita Chopra,KAVPA6368Q,4793656,4/23/2026,INV/2026/00854,,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,637673.25,540401.06,5/10/2026,KA,2310000854,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-10808.02
1001,D0035D,Phoenix Contact India Pvt Ltd,PHOCD6041O,17864735,5/27/2026,INV/2026/00855,3400000855,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,793471.99,672433.89,6/9/2026,KA,2310000855,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-6724.34
1079,I0183F,Mahesh Dhillon,MAHPN0602V,3163014,12/1/2026,INV/2026/00856,3400000856,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,363119.64,307728.51,12/11/2026,KA,2310000856,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-6154.57
1081,D0042G,KEI Industries Ltd,KEICD1017N,5271219,2/10/2027,INV/2026/00857,3400000857,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,681795.73,577792.99,2/17/2027,KA,2310000857,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-5777.93
1001,I0201C,Jaspreet Modi,JASPI1732B,1097538,8/28/2026,INV/2026/00858,3400000858,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,783953.96,664367.76,9/14/2026,KA,2310000858,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-13287.36
1079,D0008C,ABB India Ltd,ABBCD8474U,17271819,11/8/2026,INV/2026/00859,3400000859,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,729771.15,618450.13,11/25/2026,KA,2310000859,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-6184.5
1081,I0201C,Jaspreet Modi,JASPI1732B,8303722,10/31/2026,INV/2026/00860,3400000860,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,580868.05,492261.06,11/13/2026,KR,2510000860,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-9845.22
1001,D0041H,Polycab India Ltd,POLCD9182W,17857827,9/1/2026,INV/2026/00861,,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,465672.45,394637.67,9/4/2026,KA,2310000861,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-3946.38
1079,I0152F,Janorkar Dhillon,JANPN0639M,15610637,3/26/2027,INV/2026/00862,3400000862,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,815793.77,691350.65,3/28/2027,KR,2510000862,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-13827.01
1081,D0071B,Allcargo Logistics Ltd,ALLCD7053B,3776198,4/20/2026,INV/2026/00863,3400000863,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,305054.4,258520.68,4/20/2026,KR,2510000863,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-2585.21
1001,I0205E,Nilesh Solanki,NILPI5479E,2202334,6/4/2026,INV/2026/00864,,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,690954.73,585554.86,6/10/2026,KR,2510000864,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-11711.1
1079,D0014D,Asian Paints Ltd,ASICD8115B,3930026,4/1/2026,INV/2026/00865,3400000865,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,520368.35,440990.13,4/9/2026,KA,2310000865,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-4409.9
1081,I0176G,Kavita Chopra,KAVPA6368Q,14492681,1/19/2027,INV/2026/00866,3400000866,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,100876.1,85488.22,2/2/2027,KA,2310000866,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-1709.76
1001,D0070B,TVS Supply Chain Solutions Ltd,TVSCD1091X,10518928,2/8/2027,INV/2026/00867,,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,803288.92,680753.32,2/13/2027,KR,2510000867,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-6807.53
1079,I0152F,Janorkar Dhillon,JANPN0639M,10381537,10/26/2026,INV/2026/00868,3400000868,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,585183.58,495918.29,11/9/2026,KR,2510000868,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-9918.37
1081,D0049E,Essar Steel India Ltd,ESSCD2172D,23696494,4/15/2026,INV/2026/00869,,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,993631.65,842060.72,4/25/2026,KA,2310000869,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-8420.61
1001,I0180H,Vikram Parekh,VIKPH7739V,3146941,7/29/2026,INV/2026/00870,3400000870,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,243568.24,206413.76,8/3/2026,KA,2310000870,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-4128.28
1079,QTH0245F,Mega Purchase Components Ltd,MEGCD2355D,22588190,10/18/2026,INV/2026/00871,3400000871,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,179768.35,152346.06,10/19/2026,KA,2310000871,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-1523.46
1081,I0194H,Manpreet Kapoor,MANPR2745H,10902612,1/9/2027,INV/2026/00872,3400000872,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,447556.91,379285.52,1/27/2027,KR,2510000872,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-7585.71
1001,D0079H,Om Logistics Ltd,OMLCD7339J,4912982,3/10/2027,INV/2026/00873,3400000873,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,317848.03,269362.74,3/23/2027,KR,2510000873,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-2693.63
1079,I0187B,Deepak Rao,DEEPO2963K,15091927,6/10/2026,INV/2026/00874,3400000874,16290009,Non-Companies-393(1),WRONG RATE — Individual charged 2% instead of 1%,812469.6,688533.56,6/26/2026,KA,2310000874,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-13770.67
1081,D0085F,PricewaterhouseCoopers Pvt Ltd,PRICD9963S,984320,3/27/2027,INV/2026/00875,3400000875,16290008,GR/IR-Indirect Good,WRONG RATE — Company charged 1% instead of 2%,880722.17,746374.72,3/28/2027,KA,2310000875,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-7463.75
1001,H0214B,Sunil Sharma HUF,SUNHF9253G,21429290,7/19/2026,INV/2026/00876,3400000876,25610001,Ctrl-Prep. Exp. - C,TDS on excluded GL (Insurance premium),778776.59,659980.16,7/22/2026,KR,2510000876,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-6599.8
1079,E0107A,Menon Fabrication,MENFN5618N,19430060,9/18/2026,INV/2026/00877,,54120001,Telephone Expenses - Factory,TDS on excluded GL (Telephone),724742.32,614188.41,9/28/2026,KA,2310000877,CP,Firm - 2%-New Sec-393(1)6(i),2,-12283.77
1081,L0150B,S R Batliboi & Associates LLP Unit-15,SRBFZ9193O,3401850,4/7/2026,INV/2026/00878,3400000878,54120002,Telephone Expenses - Office,TDS on excluded GL (Telephone),381262.33,323103.67,4/25/2026,KA,2310000878,CP,Firm - 2%-New Sec-393(1)6(i),1,-3231.04
1001,L0147B,Grant Thornton Bharat LLP Unit-12,GRAFZ1786O,8894188,5/16/2026,INV/2026/00879,3400000879,54530001,CSR Activity Expense,TDS on excluded GL (CSR),479937.14,406726.39,5/21/2026,KR,2510000879,CP,Firm - 2%-New Sec-393(1)6(i),2,-8134.53
1079,E0121E,Sinha Associates,SINFS2711D,14545248,12/27/2026,INV/2026/00880,,54130001,Travelling Expenses Domestic - Fare,TDS on excluded GL (Travel fare),301913.94,255859.27,1/1/2027,KA,2310000880,CP,Firm - 2%-New Sec-393(1)6(i),2,-5117.19
1081,D0017A,Castrol India Ltd,CASCD8544E,1596777,1/11/2027,INV/2026/00881,3400000881,25610001,Ctrl-Prep. Exp. - C,TDS on excluded GL (Insurance premium),496232.28,420535.83,1/21/2027,KA,2310000881,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-8410.72
1001,I0153H,Pradhan Modi,PRAPI6148J,17297176,7/2/2026,INV/2026/00882,3400000882,54120001,Telephone Expenses - Factory,TDS on excluded GL (Telephone),273250.23,231567.99,7/9/2026,KR,2510000882,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-2315.68
1079,I0158B,Rakesh Bedi,RAKPI2203H,14707181,9/7/2026,INV/2026/00883,,54120002,Telephone Expenses - Office,TDS on excluded GL (Telephone),69205.17,58648.45,9/26/2026,KR,2510000883,CP,Ind/HUF - 1%-New Sec-393(1)6(i),0.5,-293.24
1081,QTH0246F,Below Threshold Parts India Ltd,BELCD0690T,3617536,9/18/2026,INV/2026/00884,,54530001,CSR Activity Expense,TDS on excluded GL (CSR),669311.6,567213.22,9/19/2026,KR,2510000884,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-11344.26
1001,D0034F,Omron Automation Pvt Ltd,OMRCD4491E,7296979,6/28/2026,INV/2026/00885,3400000885,54130001,Travelling Expenses Domestic - Fare,TDS on excluded GL (Travel fare),778776.73,659980.28,7/2/2026,KA,2310000885,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-13199.61
1079,I0180H,Vikram Parekh,VIKPH7739V,10756892,8/19/2026,INV/2026/00886,3400000886,25610001,Ctrl-Prep. Exp. - C,TDS on excluded GL (Insurance premium),138518.83,117388.84,8/19/2026,KA,2310000886,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-1173.89
1081,D0078E,Safe Express Pvt Ltd,SAFCD2253O,17359277,3/9/2027,INV/2026/00887,3400000887,54120001,Telephone Expenses - Factory,TDS on excluded GL (Telephone),267781.86,226933.78,3/12/2027,KR,2510000887,CP,Cont. Cos - 2%-New Sec-393(1)6(i),1,-2269.34
1001,D0027C,Ingersoll Rand India Ltd,INGCD3014J,18786767,8/18/2026,INV/2026/00888,3400000888,54120002,Telephone Expenses - Office,TDS on excluded GL (Telephone),184695.88,156521.93,9/7/2026,KA,2310000888,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-3130.44
1079,I0172B,Mahesh Pandey,MAHPY2876B,23529564,8/9/2026,INV/2026/00889,,54530001,CSR Activity Expense,TDS on excluded GL (CSR),93078.0,78879.66,8/15/2026,KA,2310000889,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-788.8
1081,H0213B,Dinesh Gupta HUF,DINHF6286R,22152600,12/18/2026,INV/2026/00890,3400000890,54130001,Travelling Expenses Domestic - Fare,TDS on excluded GL (Travel fare),640984.3,543207.03,12/27/2026,KR,2510000890,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-5432.07
1001,I0163D,Dinesh Sharma,DINPA5385V,5038845,5/23/2026,INV/2026/00891,,25610001,Ctrl-Prep. Exp. - C,TDS on excluded GL (Insurance premium),86236.59,73081.86,6/6/2026,KA,2310000891,CP,Ind/HUF - 1%-New Sec-393(1)6(i),1,-730.82
1079,L0139G,Grant Thornton Bharat LLP Unit-4,GRAFZ4056B,17555279,8/14/2026,INV/2026/00892,3400000892,54120001,Telephone Expenses - Factory,TDS on excluded GL (Telephone),177953.69,150808.21,8/19/2026,KR,2510000892,CP,Firm - 2%-New Sec-393(1)6(i),2,-3016.16
1081,QTH0245F,Mega Purchase Components Ltd,MEGCD2355D,18079247,11/2/2026,INV/2026/00893,3400000893,54120002,Telephone Expenses - Office,TDS on excluded GL (Telephone),536000.5,454237.71,11/10/2026,KA,2310000893,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-9084.75
1001,D0063G,Prince Pipes & Fittings Ltd,PRICD7583P,21340355,5/7/2026,INV/2026/00894,3400000894,54530001,CSR Activity Expense,TDS on excluded GL (CSR),476743.03,404019.52,5/21/2026,KA,2310000894,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-8080.39
1079,D0040A,Havells India Ltd,HAVCD5593M,14811495,5/25/2026,INV/2026/00895,3400000895,54130001,Travelling Expenses Domestic - Fare,TDS on excluded GL (Travel fare),868588.82,736092.22,6/14/2026,KA,2310000895,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-14721.84
1081,D0037C,Rittal India Pvt Ltd,RITCD1454H,13763756,5/10/2026,INV/2026/00896,,25610001,Ctrl-Prep. Exp. - C,TDS on excluded GL (Insurance premium),279952.89,237248.21,5/19/2026,KA,2310000896,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-4744.96
1001,LDC0243G,Expired LDC Consulting Pvt Ltd,EXPCD5434U,4274137,12/25/2026,INV/2026/00897,,54120001,Telephone Expenses - Factory,TDS on excluded GL (Telephone),498892.83,422790.53,1/2/2027,KR,2510000897,CP,Cont. Cos - 2%-New Sec-393(1)6(i),2,-8455.81
1079,L0144H,Ernst & Young LLP Unit-9,ERNFZ3428L,14447485,7/6/2026,INV/2026/00898,,54120002,Telephone Expenses - Office,TDS on excluded GL (Telephone),216940.14,183847.58,7/26/2026,KA,2310000898,CP,Firm - 2%-New Sec-393(1)6(i),2,-3676.95
1081,E0133A,Shah Precision Tools,SHAFS5179Z,7419867,7/21/2026,INV/2026/00899,,54530001,CSR Activity Expense,TDS on excluded GL (CSR),89605.72,75937.05,8/7/2026,KA,2310000899,CP,Firm - 2%-New Sec-393(1)6(i),2,-1518.74
1001,E0106A,Pillai Contractors,PILFS1381F,13251957,8/30/2026,INV/2026/00900,3400000900,54130001,Travelling Expenses Domestic - Fare,TDS on excluded GL (Travel fare),268740.73,227746.38,9/9/2026,KR,2510000900,CP,Firm - 2%-New Sec-393(1)6(i),2,-4554.93
1001,D0014D,Asian Paints Ltd,ASICD8115B,19152430,10/6/2026,INV/2026/00901,3400000901,25610001,Ctrl-Prep. Exp. - C,Correctly no TDS on excluded GL (Insurance premium),346769.3,293872.29,10/20/2026,KA,2310000901,,,0,0.0
1079,D0072H,Gateway Distriparks Ltd,GATCD6192M,3038779,6/13/2026,INV/2026/00902,3400000902,54120001,Telephone Expenses - Factory,Correctly no TDS on excluded GL (Telephone),293207.43,248480.87,6/16/2026,KR,2510000902,,,0,0.0
1081,I0163D,Dinesh Sharma,DINPA5385V,10691624,7/26/2026,INV/2026/00903,,54120002,Telephone Expenses - Office,Correctly no TDS on excluded GL (Telephone),845531.02,716551.71,8/2/2026,KA,2310000903,,,0,0.0
1001,D0048A,SAIL Bhilai Steel Plant,SAICT0013B,6334100,5/29/2026,INV/2026/00904,,54530001,CSR Activity Expense,Correctly no TDS on excluded GL (CSR),632882.72,536341.29,6/13/2026,KA,2310000904,,,0,0.0
1079,H0212A,Prakash Jain HUF,PRAHF7723X,14904917,4/14/2026,INV/2026/00905,3400000905,54130001,Travelling Expenses Domestic - Fare,Correctly no TDS on excluded GL (Travel fare),205833.55,174435.21,4/20/2026,KR,2510000905,,,0,0.0
1081,I0182D,Amit Solanki,AMIPI9603J,11340483,1/19/2027,INV/2026/00906,3400000906,25610001,Ctrl-Prep. Exp. - C,Correctly no TDS on excluded GL (Insurance premium),534295.72,452792.98,2/1/2027,KA,2310000906,,,0,0.0
1001,E0108B,Shetty Transport Services,SHEFS5027Y,15656801,5/12/2026,INV/2026/00907,3400000907,54120001,Telephone Expenses - Factory,Correctly no TDS on excluded GL (Telephone),447917.14,379590.8,5/18/2026,KR,2510000907,,,0,0.0
1079,I0174B,Mukesh Sinha,MUKPA9696B,17814151,4/1/2026,INV/2026/00908,3400000908,54120002,Telephone Expenses - Office,Correctly no TDS on excluded GL (Telephone),203071.51,172094.5,4/15/2026,KR,2510000908,,,0,0.0
1081,A0232B,Indian Machine Tool Manufacturers Association,INDAN5263D,6935132,12/21/2026,INV/2026/00909,3400000909,54530001,CSR Activity Expense,Correctly no TDS on excluded GL (CSR),734552.58,622502.19,12/26/2026,KR,2510000909,,,0,0.0
1001,ADV0248A,Partial Advance Builders,PARFS8243S,14576742,5/13/2026,INV/2026/00910,3400000910,54130001,Travelling Expenses Domestic - Fare,Correctly no TDS on excluded GL (Travel fare),949225.93,804428.75,5/16/2026,KR,2510000910,,,0,0.0
1079,E0116E,Tiwari Construction Co,TIWFO4565A,16844434,12/23/2026,INV/2026/00911,,25610001,Ctrl-Prep. Exp. - C,Correctly no TDS on excluded GL (Insurance premium),494466.16,419039.12,12/25/2026,KR,2510000911,,,0,0.0
1081,WRG0257C,Wrong Rate Contractors,WROFS4825X,11237228,1/26/2027,INV/2026/00912,,54120001,Telephone Expenses - Factory,Correctly no TDS on excluded GL (Telephone),150237.35,127319.79,1/27/2027,KR,2510000912,,,0,0.0
1001,E0093H,Patel Brothers & Co,PATFO6306X,15209197,7/18/2026,INV/2026/00913,3400000913,54120002,Telephone Expenses - Office,Correctly no TDS on excluded GL (Telephone),828254.6,701910.68,7/19/2026,KA,2310000913,,,0,0.0
1079,A0228G,Irrigation Association of India,IRRAA5116R,14140503,3/11/2027,INV/2026/00914,3400000914,54530001,CSR Activity Expense,Correctly no TDS on excluded GL (CSR),153714.79,130266.77,3/27/2027,KA,2310000914,,,0,0.0
1081,E0107A,Menon Fabrication,MENFN5618N,22836108,7/27/2026,INV/2026/00915,,54130001,Travelling Expenses Domestic - Fare,Correctly no TDS on excluded GL (Travel fare),831433.7,704604.83,8/10/2026,KA,2310000915,,,0,0.0
1001,NPN0238G,Horizon Missing PAN Services Pvt Ltd,,23009478,7/31/2026,INV/2026/00916,3400000916,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,262496.73,222454.86,8/18/2026,KR,2510000916,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1079,NPN0239G,Eastern Freight NoPAN Logistics,,18904066,2/3/2027,INV/2026/00917,3400000917,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,73733.15,62485.72,2/17/2027,KR,2510000917,CP,Firm - 2%-New Sec-393(1)6(i),0,0.0
1081,NPN0240G,Karan Missingpan Sharma,,4351394,10/20/2026,INV/2026/00918,3400000918,16290009,Non-Companies-393(1),PAN MISSING and no deduction,476402.92,403731.29,11/6/2026,KA,2310000918,CP,Ind/HUF - 1%-New Sec-393(1)6(i),0,0.0
1001,GST0255C,GSTIN Present PAN Blank Ltd,,8026520,3/17/2027,INV/2026/00919,3400000919,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,193027.69,163582.79,3/20/2027,KA,2310000919,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1079,NPN0238G,Horizon Missing PAN Services Pvt Ltd,,5726546,8/14/2026,INV/2026/00920,3400000920,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,967008.27,819498.53,8/20/2026,KA,2310000920,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1081,NPN0239G,Eastern Freight NoPAN Logistics,,22076362,1/1/2027,INV/2026/00921,3400000921,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,733230.61,621381.87,1/8/2027,KA,2310000921,CP,Firm - 2%-New Sec-393(1)6(i),0,0.0
1001,NPN0240G,Karan Missingpan Sharma,,10842493,1/6/2027,INV/2026/00922,3400000922,16290009,Non-Companies-393(1),PAN MISSING and no deduction,426942.5,361815.68,1/18/2027,KR,2510000922,CP,Ind/HUF - 1%-New Sec-393(1)6(i),0,0.0
1079,GST0255C,GSTIN Present PAN Blank Ltd,,14023106,1/26/2027,INV/2026/00923,3400000923,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,501236.07,424776.33,1/28/2027,KA,2310000923,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1081,NPN0238G,Horizon Missing PAN Services Pvt Ltd,,7002982,8/11/2026,INV/2026/00924,,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,615467.88,521582.95,8/15/2026,KA,2310000924,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1001,NPN0239G,Eastern Freight NoPAN Logistics,,5679788,7/12/2026,INV/2026/00925,3400000925,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,834399.89,707118.55,7/17/2026,KR,2510000925,CP,Firm - 2%-New Sec-393(1)6(i),0,0.0
1079,NPN0240G,Karan Missingpan Sharma,,21738079,1/10/2027,INV/2026/00926,3400000926,16290009,Non-Companies-393(1),PAN MISSING and no deduction,800978.77,678795.57,1/24/2027,KA,2310000926,CP,Ind/HUF - 1%-New Sec-393(1)6(i),0,0.0
1081,GST0255C,GSTIN Present PAN Blank Ltd,,2631726,9/23/2026,INV/2026/00927,3400000927,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,70857.28,60048.54,10/3/2026,KR,2510000927,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1001,NPN0238G,Horizon Missing PAN Services Pvt Ltd,,8608257,5/14/2026,INV/2026/00928,,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,54371.05,46077.16,5/21/2026,KA,2310000928,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1079,NPN0239G,Eastern Freight NoPAN Logistics,,4670027,12/17/2026,INV/2026/00929,3400000929,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,54748.31,46396.87,12/18/2026,KA,2310000929,CP,Firm - 2%-New Sec-393(1)6(i),0,0.0
1081,NPN0240G,Karan Missingpan Sharma,,13174724,12/24/2026,INV/2026/00930,,16290009,Non-Companies-393(1),PAN MISSING and no deduction,633618.0,536964.41,12/24/2026,KA,2310000930,CP,Ind/HUF - 1%-New Sec-393(1)6(i),0,0.0
1001,GST0255C,GSTIN Present PAN Blank Ltd,,4700777,12/15/2026,INV/2026/00931,3400000931,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,154294.06,130757.68,12/18/2026,KR,2510000931,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1079,NPN0238G,Horizon Missing PAN Services Pvt Ltd,,23381331,11/20/2026,INV/2026/00932,3400000932,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,401520.11,340271.28,11/27/2026,KA,2310000932,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1081,NPN0239G,Eastern Freight NoPAN Logistics,,18438451,8/18/2026,INV/2026/00933,3400000933,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,951494.23,806351.04,8/20/2026,KA,2310000933,CP,Firm - 2%-New Sec-393(1)6(i),0,0.0
1001,NPN0240G,Karan Missingpan Sharma,,22896366,10/5/2026,INV/2026/00934,3400000934,16290009,Non-Companies-393(1),PAN MISSING and no deduction,750799.67,636270.91,10/14/2026,KA,2310000934,CP,Ind/HUF - 1%-New Sec-393(1)6(i),0,0.0
1079,GST0255C,GSTIN Present PAN Blank Ltd,,10536746,10/2/2026,INV/2026/00935,,16290008,GR/IR-Indirect Good,PAN MISSING and no deduction,810954.49,687249.57,10/22/2026,KA,2310000935,CP,Cont. Cos - 2%-New Sec-393(1)6(i),0,0.0
1001,H0209E,Vikram Patel HUF,12ABC8874X,2724117,4/23/2026,INV/2026/00936,3400000936,16290019,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,681763.48,577765.66,5/1/2026,KR,2510000936,JP,Prof.ServFee@10%-IndHUF-NS393(1)6(iii)(b,10,-57776.57
1079,MUL0260H,Multi Invoice Vendor Pvt Ltd,12ABC0737X,13409177,2/11/2027,INV/2026/00937,3400000937,54200001,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,553320.69,468915.84,2/11/2027,KR,2510000937,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-46891.58
1081,I0159F,Pradhan Thakur,12ABC4419X,16185949,8/15/2026,INV/2026/00938,,54210099,Professional- Others,PAN INVALID format digits in alpha positions,288766.39,244717.28,8/19/2026,KA,2310000938,JP,Prof.ServFee@10%-IndHUF-NS393(1)6(iii)(b,10,-24471.73
1001,D0014D,Asian Paints Ltd,12ABC4206X,18979205,6/16/2026,INV/2026/00939,,54200001,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,1041341.09,882492.45,6/22/2026,KR,2510000939,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-88249.24
1079,E0111E,Bansal Steel Suppliers,12ABC9674X,3178243,6/2/2026,INV/2026/00940,,16290019,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,772360.17,654542.52,6/17/2026,KR,2510000940,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-65454.25
1081,D0078E,Safe Express Pvt Ltd,12ABC9079X,21482724,7/30/2026,INV/2026/00941,,54200001,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,986870.06,836330.56,8/12/2026,KA,2310000941,JI,TechServFees@2%-IndHUF:NS393(1)6(iii)(a),1,-8363.31
1001,E0094H,Gupta Logistics,12ABC7257X,4327042,7/19/2026,INV/2026/00942,3400000942,16290019,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,615971.14,522009.44,8/8/2026,KR,2510000942,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-52200.94
1079,E0108B,Shetty Transport Services,12ABC9767X,1723083,12/17/2026,INV/2026/00943,3400000943,54200001,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,304908.93,258397.4,12/20/2026,KA,2310000943,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,10,-25839.74
1081,E0133A,Shah Precision Tools,12ABC0736X,1605040,10/3/2026,INV/2026/00944,,16290019,Non-Comp-393(1)6(ii),PAN INVALID format digits in alpha positions,759545.24,643682.41,10/18/2026,KR,2510000944,JP,Prof. Serv. Fees@10%-CO-NS393(1)6(iii)(b,2,-12873.65
